"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Hideaway Hollow Outfitters, LLC","4.6","7","2015 Sunrise Rd","Arbor Vitae","Wisconsin","US","http://www.hideawayhollowoutfitters.com/","(715) 347-4868","Fishing charter","Fishing lake","Hunting area",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hideaway%20Hollow%20Outfitters%2C%20LLC&query_place_id=ChIJR471F1rqVU0RnmhLdNYJsmo","Fishing charter"
"Apple Creek Whitetails","4.2","22","14109 County VV","Underhill","Wisconsin","US","http://www.applecreekwhitetails.com/","(920) 260-4400","Hunting area","Hunting club","Hunting preserve","Ranch",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apple%20Creek%20Whitetails&query_place_id=ChIJKajSdSZzAogRs6LteWByZgo","Hunting area"
"Wild Rivers Whitetails Hunting","5","55","615 Forest Lake Dr","Armstrong Creek","Wisconsin","US","https://wildriverswhitetails.com/","(715) 550-4192","Hunting area","Wildlife refuge",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wild%20Rivers%20Whitetails%20Hunting&query_place_id=ChIJ334hTXOYU00R5Wy9oBqJepM","Hunting area"
"Exclusive Hunting Club","4.8","22","527 Hillside Rd","Edgerton","Wisconsin","US","https://exclusivehuntingclub.net//","(414) 397-4790","Hunting club","Fishing club","Gun shop","Shooting range",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Exclusive%20Hunting%20Club&query_place_id=ChIJGe9Z9z5rBogRsjyZD23Ce2I","Hunting club"
"Stonehurst Woods Deer Farm & Hunting Ranch","5","3","2204 County Rd K","Custer","Wisconsin","US","https://stonehurstdeerhuntingranch.com/","(715) 498-5881","Hunting preserve","Farm",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stonehurst%20Woods%20Deer%20Farm%20%26%20Hunting%20Ranch&query_place_id=ChIJdSo8vUtNAIgRjP4kyXhI1Tk","Hunting preserve"
"Buffalo County Outfitters","4.8","16","S395 Sand Rd","Mondovi","Wisconsin","US","http://www.buffalocountyoutfitters.com/about-bco/contact-us/","(715) 491-7162","Association / Organization",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Buffalo%20County%20Outfitters&query_place_id=ChIJ6RBwaAjw-IcRcpzlacEN40o","Association / Organization"
"wisconsinbearhunting.com","5","9","79115 Big Rock Rd","Washburn","Wisconsin","US","https://www.wisconsinbearhunting.com/","(715) 209-7329","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=wisconsinbearhunting.com&query_place_id=ChIJ5ajw-HwZqVIRleUXDvV9hYw","Hunting area"
"Chase Creek Outfitters",,,"7943 Stagecoach Rd","Cross Plains","Wisconsin","US","https://chasecreekoutfitters.com/","(608) 798-0673","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chase%20Creek%20Outfitters&query_place_id=ChIJP7BPcsynB4gRxfAQ6wh3LqM","Hunting club"
"Sierra Blanca Outfitters","4.3","78","Highway 121 House, 235","Holman","NM","US","https://www.sierrablancaoutfitters.com/?utm_source=google&utm_medium=gmb&utm_campaign=appt","(505) 429-2887","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sierra%20Blanca%20Outfitters&query_place_id=ChIJUU9JrsjnGYcRhf7wtbB9uHg","Hunting area"
"Top Notch Outfitters","5","9","120 Zia Dr","Capitan","New Mexico","US","http://www.topnotchoutfitters.com/","(575) 937-3572","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Notch%20Outfitters&query_place_id=ChIJ7a8YyHwoHocR19Ai9ADcofs","Hunting area"
"Ridgeline Outfitters","4.1","53","1239 Sunflower Ave","Belen","New Mexico","US","https://www.ridgelineoutfitters.com/?utm_source=organic&utm_medium=gmb-listing&utm_id=google","(602) 469-1646","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ridgeline%20Outfitters&query_place_id=ChIJGzpIgYEdIocROtUPo0wAsJU","Hunting club"
"LOH Outfitters","4.8","168","1100 10th St","Magdalena","New Mexico","US","https://lohoutfitters.com/","(575) 315-6674","Hunting area","Hunting preserve",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LOH%20Outfitters&query_place_id=ChIJPwB0ruD2IYcRbXCy-UXQzrU","Hunting area"
"Red Dirt Trail Outfitters","4.7","7","1723 S 1st St","Tucumcari","New Mexico","US","http://www.reddirttrailoutfitters.com/","(575) 403-5267","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Red%20Dirt%20Trail%20Outfitters&query_place_id=ChIJQ9H1nYhXG4cR7ys3bTInoU4","Hunting area"
"Freedom Outfitters","4.7","7","211 5th St","Roy","New Mexico","US","http://freedomoutfitters.com/","(575) 643-5601","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Freedom%20Outfitters&query_place_id=ChIJ64dCMgL6GocRSfWXDgPK9zc","Hunting area"
"Trophy Ridge Outfitters","5","9","209 Forest Rd 19","Luna","New Mexico","US","https://trophyridgeoutfitters.net/?utm_source=organic&utm_medium=gbp-listing&utm_id=google","(505) 350-6487","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trophy%20Ridge%20Outfitters&query_place_id=ChIJa0J3XsVbJocRx2SolPuWCZA","Hunting area"
"Land of Enchantment Trophy Hunts","4.8","16","714 Escuela Ave","Tucumcari","New Mexico","US","https://landofenchantmenttrophyhunts.com/","(806) 729-8267","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Land%20of%20Enchantment%20Trophy%20Hunts&query_place_id=ChIJ8ag5rNJZG4cRCI7dn-VAT1o","Hunting area"
"Big Rim Outfitters","4.8","8","17 Prospector Rd","Winston","New Mexico","US","http://www.bigrimoutfitters.com/","(575) 743-0448","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20Rim%20Outfitters&query_place_id=ChIJVzmiF4-YIIcR8zEgLDkT69s","Hunting area"
"United States Outfitters, Inc.","1.7","103","325 Santistevan Ln","Taos","New Mexico","US","http://www.huntuso.com/","(575) 758-9774","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=United%20States%20Outfitters%2C%20Inc.&query_place_id=ChIJEX82OS9lF4cRiLIPThhoz_o","Hunting area"
"Kokopelli Outfitters, LLC","5","9","14 Wagon Wheel Rd","Artesia","New Mexico","US","https://huntkokopelli.com/","(713) 470-8635","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kokopelli%20Outfitters%2C%20LLC&query_place_id=ChIJH4e-N1Wx44YRMpmyL54jeRI","Hunting area"
"Radiant R Outfitters","5","3","250 Jacob Ridge","Magdalena","New Mexico","US","https://radiantroutfitters.com/?utm_source=organic&utm_medium=gbp-listing&utm_id=google","(575) 518-8323","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Radiant%20R%20Outfitters&query_place_id=ChIJM1IaqmlVIIcRPy0hJqV1ZgU","Hunting area"
"Southern New Mexico Outfitters",,,"251 Sue Layne","Cloudcroft","New Mexico","US","https://southernnewmexicooutfitters.com/","(575) 921-5479","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Southern%20New%20Mexico%20Outfitters&query_place_id=ChIJ6b_So7NT4IYRs7xiP6jlcD4","Hunting area"
"Bull Valley Outfitters",,,"494 Hale Lk Rd","Ruidoso Downs","New Mexico","US","https://www.newmexicoelkguide.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17615574944651977243","(575) 808-1356","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bull%20Valley%20Outfitters&query_place_id=ChIJV4fEJQTL_UsRZwakh7hWbks","Hunting club"
"Elite Outfitters","3","4","266 Eagle Creek Canyon Rd","Ruidoso","New Mexico","US","http://www.eliteoutfitters.com/","(575) 937-2099","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elite%20Outfitters&query_place_id=ChIJrxYAWkEqHocRhVcfNMu2v_A","Hunting club"
"Cut Outfitters LLC","5","4","106 Kirkman Dr","Ruidoso","New Mexico","US","https://cutoutfitters.com/","(575) 937-2582","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cut%20Outfitters%20LLC&query_place_id=ChIJ9wh4wv_R4YYRPeqz7IUGAUM","Hunting area"
"NM Arrowhead Outfitters","5","7","1 Pinehurst Dr","Sacramento","New Mexico","US","http://www.arrowheadoutfitters.net/","(575) 496-8951","Hunting area","Consultant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NM%20Arrowhead%20Outfitters&query_place_id=ChIJVQDB7j483oYRuML7umtbRLo","Hunting area"
"Deadwood Mountain Outfitters","5","1",,,,,"https://deadwoodmountainoutfitters.com/","(434) 315-4575","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deadwood%20Mountain%20Outfitters&query_place_id=ChIJ11H8XVK8A64REOWTo80ySiY","Hunting club"
"Padanaram Outfitters","4.7","12","321 Elm St","South Dartmouth","Massachusetts","US","https://padanaramoutfitters.com/","(774) 206-6780","Outdoor clothing and equipment shop","Home goods store",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Padanaram%20Outfitters&query_place_id=ChIJ05PERnzj5IkRfHh6SH54MIw","Outdoor clothing and equipment shop"
"AEI Outfitter","4.7","15","2 Illinois Creek Rd","Almont","Colorado","US","http://www.aeioutfitter.com/","(970) 641-4708","Hunting and fishing store","Fishing camp","Hunting area",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AEI%20Outfitter&query_place_id=ChIJmVAM1v2paocRYvL9jpjJV5w","Hunting and fishing store"
"Rocky Mountain Outfitters of Colorado","4.9","60","38951 US Hwy 24 N","Buena Vista","Colorado","US","https://rmooc.net/","(719) 221-6185","Fishing charter","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rocky%20Mountain%20Outfitters%20of%20Colorado&query_place_id=ChIJq6qqqoaPFIcRuww1655DVgQ","Fishing charter"
"Bearcat Outfitters-Colorado Elk Hunting Outfitters","5","32","4805 Co Rd 43","Hamilton","Colorado","US","https://aboutcoloradoelkhunting.com/","(719) 838-9022","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bearcat%20Outfitters-Colorado%20Elk%20Hunting%20Outfitters&query_place_id=ChIJvVDWQKKnQ4cRrOxm2MbeqUE","Hunting area"
"Evans On the Common","4.9","126","18 Highland St","Townsend","Massachusetts","US","http://www.evansonthecommon.com/","(978) 597-5117","Shoe store","Boot store","Children's clothing store","Clothing store","Gift shop","Men's clothing store","Orthopedic shoe store","Outdoor sports store","Women's clothing store",,,"https://www.google.com/maps/search/?api=1&query=Evans%20On%20the%20Common&query_place_id=ChIJZSYA7aLD44kRktR6b-1N9iw","Shoe store"
"Mule Creek Outfitters","4.6","18","801 Co Rd 453","Lake George","Colorado","US","https://mulecreekoutfittersco.com/","(719) 286-0614","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mule%20Creek%20Outfitters&query_place_id=ChIJIxxyxns1a4cRnnMRRI0VhM4","Hunting area"
"Maine Audubon","4.8","438","20 Gilsland Farm Rd","Falmouth","Maine","US","http://maineaudubon.org/","(207) 781-2330","Nature preserve","Environmental organization","Non-profit organization","Plant nursery","Tourist attraction","Volunteer organization",,,,,,"https://www.google.com/maps/search/?api=1&query=Maine%20Audubon&query_place_id=ChIJkUP-QKmcskwRFsvqc2MOd7U","Nature preserve"
"Gunnison Country Outfitters","4.4","13","15 Debby Way","Gunnison","Colorado","US","http://gunnisoncountryoutfitters.com/","(970) 901-6415","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gunnison%20Country%20Outfitters&query_place_id=ChIJXZGE0TGTP4cRGV7X5YZBaio","Hunting club"
"Twisted Tine Outfitters","4.8","56","28820 North Rd","Hotchkiss","Colorado","US","http://twistedtineoutfittersco.com/","(970) 433-3677","Hunting area","Hunting preserve",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Twisted%20Tine%20Outfitters&query_place_id=ChIJvfW7j2whR4cRb0aX5mCmslY","Hunting area"
"Mohawk Trail State Forest","4.6","252","Cold River Rd","Charlemont","Massachusetts","US","https://www.mass.gov/locations/mohawk-trail-state-forest","(413) 339-5504","State park","Campground","Canoeing area","Fishing pond","Hunting area",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mohawk%20Trail%20State%20Forest&query_place_id=ChIJGcjlQmDQ4IkRsiDKUGcwl5M","State park"
"Quaking Aspen Outfitters","4.5","16","3965 Co Rd 17 Box 485","Gunnison","Colorado","US","http://www.quakingaspenoutfitters.com/","(970) 641-0529","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quaking%20Aspen%20Outfitters&query_place_id=ChIJpy3y1fWSP4cRs-4VtaLg_6Q","Hunting area"
"Sam's Department Stores","4.4","467","74 Monadnock Hwy","Keene","New Hampshire","US","http://www.samsoutfitters.com/","(603) 352-6200","Department store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sam's%20Department%20Stores&query_place_id=ChIJ_zNj7sBz4YkR8_oFSgOFNfg","Department store"
"North Rim Trophy Hunts - Colorado Elk Hunting Outfitter","4.6","10","4770 Scenic Mesa Rd","Hotchkiss","Colorado","US","https://northrimtrophyhunts.com/?utm_source=organic&utm_medium=gmb-listing&utm_id=google","(970) 250-0569","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=North%20Rim%20Trophy%20Hunts%20-%20Colorado%20Elk%20Hunting%20Outfitter&query_place_id=ChIJawDopbejQIcRYhoOCkLT7zw","Hunting area"
"Buffalo Peaks Outfitters","5","1","362 Hawkins Trail","Fairplay","Colorado","US","http://buffalopeaksoutfitters.com/","(970) 389-0928","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Buffalo%20Peaks%20Outfitters&query_place_id=ChIJIzXQgMXpaocRMi-TEaZ1vTw","Hunting area"
"KenShy Outfitters, LLC","4.9","10","5121 Co Rd 3","Marble","Colorado","US","http://kenshyoutfitters.com/","(970) 963-5525","Horseback riding service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KenShy%20Outfitters%2C%20LLC&query_place_id=ChIJeZUpT0lcQIcR3r86RojaYvA","Horseback riding service"
"Ace Archers","4.9","148","131 Morse St","Foxborough","Massachusetts","US","http://www.acearchers.com/","(774) 215-5292","Sports club","Archery store","Children's club","Archery range","Sports complex",,,,,,,"https://www.google.com/maps/search/?api=1&query=Ace%20Archers&query_place_id=ChIJR0SghJJi5IkRVtfYB7n3RaY","Sports club"
"Arizona Outfitters, LLC","5","44","1328 Rutledge Dr","Snowflake","Arizona","US","http://www.huntarizona.com/","(928) 243-7742","Hunting area","Hunting and fishing store","Hunting club","Hunting preserve","Hunting store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Arizona%20Outfitters%2C%20LLC&query_place_id=ChIJocRvcvo9L4cRxk3o6qrEIhw","Hunting area"
"Raging Point Outfitters LLC","4.4","21","616 N Mountain View Rd","Star Valley","Arizona","US","http://www.ragingpointoutfitters.com/","(928) 978-4943","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Raging%20Point%20Outfitters%20LLC&query_place_id=ChIJdQ2XDNsbLIcRGAIsbh0jgTY","Hunting area"
"AZ B and B Outfitters LLC","4.9","22","1350 W 19th St","Safford","Arizona","US","http://azbandboutfitters.com/","(928) 792-3117","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AZ%20B%20and%20B%20Outfitters%20LLC&query_place_id=ChIJ__8rV2P714YRHSgaLvSktxY","Hunting club"
"Big Chino Outfitters","4.8","18","1981 Commerce Center Cir UNIT A","Prescott","Arizona","US","https://www.bigchinooutfitters.com/?utm_source=organic&utm_medium=gmb-listing&utm_id=google","(928) 925-9395","Hunting area","Hunting club","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20Chino%20Outfitters&query_place_id=ChIJMwmVy_czLYcRwp0jAkCKQmE","Hunting area"
"LunaRita Outfitters","5","15","2408 AZ-82","Patagonia","Arizona","US","http://www.lunaritaoutfitters.com/","(520) 235-9095","Hunting area","Dog trainer","Hunting club","Hunting preserve",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LunaRita%20Outfitters&query_place_id=ChIJb-8RjCLg1YYR_VMCklYnaHo","Hunting area"
"Diamond Outfitters LLC","4.9","220",,,,,"http://www.diamondoutfitters.com/","(520) 730-8147","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Diamond%20Outfitters%20LLC&query_place_id=ChIJKw9aFT0pLYcRWDqzmNyL9VI","Hunting club"
"Schulz Outfitters","4.2","34","21729 W Winston Ln","Buckeye","AZ","US","http://schulzoutfitters.com/about-us/","(623) 764-1453","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Schulz%20Outfitters&query_place_id=ChIJA9PFEY43K4cRBeT6iM8rnX4","Hunting club"
"Black Mountain Outfitters","3.8","18","28150 N Alma School Pkwy #103","Scottsdale","Arizona","US","https://www.bmohunts.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp","(602) 478-0601","Hunting area","Hunting club","Outdoor activity organiser","Shooting event area","Store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Black%20Mountain%20Outfitters&query_place_id=ChIJWQr8Q02dK4cRwqjKlnVE1co","Hunting area"
"Border to Border Outfitters","5","8","9183 E Yulee Ln","Hereford","Arizona","US","http://bordertoborderoutfitters.com/","(480) 285-5529","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Border%20to%20Border%20Outfitters&query_place_id=ChIJ44SaVK9yK4cRghbzaj5Rnvg","Hunting area"
"Arizona's Premier Outfitter","5","11",,,,,"https://arizonaspremieroutfitter.com/","(928) 707-1360","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arizona's%20Premier%20Outfitter&query_place_id=ChIJs5YW6UJLwI8RZMHIaaumtyc","Hunting club"
"Arizona Strip Guides","5","23","22155 AZ-89","Chino Valley","Arizona","US","http://arizonastripguides.com/","(928) 300-6755","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arizona%20Strip%20Guides&query_place_id=ChIJWRVvub1JLYcRCLk8Aj3g8_k","Hunting area"
